CRN1,SUBJECT,COURSE_TITLE,PROF,MEET_DAYS,CLASS_TIME,ROOM,MAX_ENROLL,CURR_ENROLL,OPEN_SEATS,REQUIREMENT,NOTES
60423,PSY 301-B,Psy Res:Perception & Attention,Munger G,   W   ,0110 - 0310pm,WALL B05,3,0,3,NONE,"PRQ,4,O,HL"
60423,PSY 301-B,Psy Res:Perception & Attention,Munger G, M  W  F ,0940 - 1030am, ,3,0,3,NONE,"PRQ,4,O,HL"
60424,PSY 301-C,Psy Res:Perception & Attention,Munger G,   W   ,1050 - 1250pm,WALL B05,5,0,5,NONE,"PRQ,23,O,HL"
60424,PSY 301-C,Psy Res:Perception & Attention,Munger G, M  W  F ,0940 - 1030am, ,5,0,5,NONE,"PRQ,23,O,HL"
60425,PSY 301-D,Psy Res:Perception & Attention,Munger G,   W   ,0110 - 0310pm,WALL B05,5,0,5,NONE,"PRQ,23,O,HL"
60425,PSY 301-D,Psy Res:Perception & Attention,Munger G, M  W  F ,0940 - 1030am, ,5,0,5,NONE,"PRQ,23,O,HL"
60426,PSY 302-A,Psy Res:Behavior Pharmacology,Smith M,  T  R  ,0815 - 0930am, ,3,0,3,NONE,"PRQ,4,O,OL"
60426,PSY 302-A,Psy Res:Behavior Pharmacology,Smith M, M  W  F ,0830 - 0920am, ,3,0,3,NONE,"PRQ,4,O,OL"
60427,PSY 302-B,Psy Res:Behavior Pharmacology,Smith M,  T  R  ,0950 - 1105am, ,3,0,3,NONE,"PRQ,4,O,OL"
60427,PSY 302-B,Psy Res:Behavior Pharmacology,Smith M, M  W  F ,0830 - 0920am, ,3,0,3,NONE,"PRQ,4,O,OL"
60428,PSY 302-C,Psy Res:Behavior Pharmacology,Smith M,  T  R  ,0815 - 0930am, ,5,0,5,NONE,"PRQ,23,O,OL"
60428,PSY 302-C,Psy Res:Behavior Pharmacology,Smith M, M  W  F ,0830 - 0920am, ,5,0,5,NONE,"PRQ,23,O,OL"
60429,PSY 302-D,Psy Res:Behavior Pharmacology,Smith M,  T  R  ,0950 - 1105am, ,5,0,5,NONE,"PRQ,23,O,OL"
60429,PSY 302-D,Psy Res:Behavior Pharmacology,Smith M, M  W  F ,0830 - 0920am, ,5,0,5,NONE,"PRQ,23,O,OL"
60430,PSY 310-0,PsyResearch:Design & Analysis1,Eiler B,   W   ,0220 - 0420pm,WALL 380,24,0,24,NONE,"PRQ,O,HL"
60430,PSY 310-0,PsyResearch:Design & Analysis1,Eiler B,  T  R  ,0110 - 0225pm, ,24,0,24,NONE,"PRQ,O,HL"
60431,PSY 313-A,PsyRes: Quant/Experimental,Eiler B,  T    ,0815 - 1055am,WALL B05,6,0,6,NONE,"PRQ,4,H,HL"
60431,PSY 313-A,PsyRes: Quant/Experimental,Eiler B, M  W   ,0805 - 0920am,WALL B45,6,0,6,NONE,"PRQ,4,H,HL"
60432,PSY 313-B,PsyRes: Quant/Experimental,Eiler B,  T    ,0815 - 1055am,WALL B05,12,0,12,NONE,"PRQ,23,H,HL"
60432,PSY 313-B,PsyRes: Quant/Experimental,Eiler B, M  W   ,0805 - 0920am,WALL B45,12,0,12,NONE,"PRQ,23,H,HL"
60433,PSY 315-A,Research: Child Development,Flaherty M,   W   ,1050 - 1250pm, ,3,0,3,NONE,"PRQ,4,O,OL"
60433,PSY 315-A,Research: Child Development,Flaherty M,  T  R  ,0245 - 0400pm, ,3,0,3,NONE,"PRQ,4,O,OL"
60434,PSY 315-B,Research: Child Development,Flaherty M,   W   ,1050 - 1250pm, ,5,0,5,NONE,"PRQ,23,O,OL"
60434,PSY 315-B,Research: Child Development,Flaherty M,  T  R  ,0245 - 0400pm, ,5,0,5,NONE,"PRQ,23,O,OL"
60435,PSY 315-C,Research: Child Development,Flaherty M,   W   ,0110 - 0310pm, ,3,0,3,NONE,"PRQ,4,O,OL"
60435,PSY 315-C,Research: Child Development,Flaherty M,  T  R  ,0245 - 0400pm, ,3,0,3,NONE,"PRQ,4,O,OL"
60436,PSY 315-D,Research: Child Development,Flaherty M,   W   ,0110 - 0310pm, ,5,0,5,NONE,"PRQ,23,O,OL"
60436,PSY 315-D,Research: Child Development,Flaherty M,  T  R  ,0245 - 0400pm, ,5,0,5,NONE,"PRQ,23,O,OL"
60437,PSY 317-A,Methods in Cultural Psychology,Salter P,     F ,0940 - 1140am,WALL 380,3,0,3,NONE,"PRQ,4,O,HL"
60437,PSY 317-A,Methods in Cultural Psychology,Salter P, M  W   ,0220 - 0335pm, ,3,0,3,NONE,"PRQ,4,O,HL"
60438,PSY 317-B,Methods in Cultural Psychology,Salter P,     F ,0940 - 1140am,WALL 380,6,0,6,NONE,"PRQ,23,O,HL"
60438,PSY 317-B,Methods in Cultural Psychology,Salter P, M  W   ,0220 - 0335pm, ,6,0,6,NONE,"PRQ,23,O,HL"
60439,PSY 317-C,Methods in Cultural Psychology,Salter P,     F ,1200 - 0200pm,WALL 380,3,0,3,NONE,"PRQ,4,O,HL"
60439,PSY 317-C,Methods in Cultural Psychology,Salter P, M  W   ,0220 - 0335pm, ,3,0,3,NONE,"PRQ,4,O,HL"
60440,PSY 317-D,Methods in Cultural Psychology,Salter P,     F ,1200 - 0200pm,WALL 380,6,0,6,NONE,"PRQ,23,O,HL"
60440,PSY 317-D,Methods in Cultural Psychology,Salter P, M  W   ,0220 - 0335pm, ,6,0,6,NONE,"PRQ,23,O,HL"
60441,PSY 324-0,Functional Neuroanatomy,Ramirez J,  T    ,0110 - 0400pm,WALL 106,12,0,12,NONE,"XLST,PRQ,H"
60446,PSY 351-0,Adv Sem:Gender&Psychopathology,Sockol L, M  W   ,0220 - 0335pm, ,12,0,12,NONE,"PRM,O"
60447,PSY 352-0,Adv Sem:Counseling Psychology,White M,  T  R  ,0950 - 1105am, ,12,0,12,NONE,"PRQ,O"
60448,PSY 365-0,Adv Sem:Clinical Neuropsych,Icard P, M     ,0110 - 0400pm, ,12,0,12,NONE,"PRQ,O"
60449,PSY 400-0,Senior Thesis,Staff S,      ,TBA , ,15,0,15,NONE,PRM
60450,PSY 401-A,Issues in Psychology,Boyd M, M  W   ,0220 - 0335pm, ,10,0,10,NONE,"PRQ,4,O"
60451,PSY 401-B,Issues in Psychology,Multhaup K,  T  R  ,0950 - 1105am, ,10,0,10,NONE,"PRQ,4,O"
60452,PSY 402-0,History & Systems in Psy,Munger G,  T  R  ,1135 - 1250pm,CHAM 2146,10,0,10,NONE,"PRQ,4,H"
60453,REL 108-0,Kingdom of God & Good Society,Ottati D, M  W  F ,0110 - 0200pm, ,14,0,14,JEC PRRQ,"12,O"
60454,REL 130-0,Intro to the New Testament,Snyder G, M  W  F ,0940 - 1030am, ,30,0,30,PRRQ,O
60455,REL 137-0,The Bible & the Quran,Snyder G, M  W   ,0220 - 0335pm, ,30,0,30,CULT PRRQ,O
60456,REL 141-0,The Rise of Christianity,Foley T, M  W  F ,0830 - 0920am, ,30,0,30,PRRQ,O
60457,REL 143-0,Being Human,Ottati D, M  W  F ,0830 - 0920am, ,30,0,30,PRRQ,O
60458,REL 150-0,Intro to Christian Ethics,Ottati D, M  W  F ,1050 - 1140am, ,30,0,30,PRRQ,O
60459,REL 162-0,Contemporary Seekers in US,Wills A,  T  R  ,1135 - 1250pm,CHAM 1003,30,0,30,PRRQ,H
60460,REL 232-0,Parables Jewish&Christian Trad,Plank K, M  W  F ,0110 - 0200pm, ,30,0,30,PRRQ,O
60461,REL 233-0,The Other Gospels,Snyder G, M  W  F ,1200 - 1250pm, ,30,0,30,PRRQ,O
60462,REL 271-0,Classical Buddhism,Mahony B, M  W   ,0220 - 0335pm, ,30,0,30,CULT PRRQ,O
60463,REL 273-0,Catholicism & Shiism,Lustig A, M  W   ,0730 - 0845pm, ,30,0,30,CULT PRRQ,O
60464,REL 280-0,Chinese Religions,Pang R,  T  R  ,0245 - 0400pm,CHAM 1003,30,0,30,CULT PRRQ,H
60465,REL 301-0,Thinking about Religion,Pang R,  T  R  ,0110 - 0225pm,CHAM 1003,30,0,30,PRRQ,H
60466,REL 321-0,The Exodus Tradition,Plank K,  T  R  ,0950 - 1105am, ,30,0,30,PRRQ,O
60467,REL 371-0,Hindu Mysticism,Mahony B,  T  R  ,0815 - 0930am, ,30,0,30,CULT PRRQ,O
60468,REL 452-0,Contemplation & Action,Lustig A,    R  ,0110 - 0400pm, ,12,0,12,PRRQ,O
60469,RUS 102-0,Elementary Russian II,Kogel I, M  W  F ,1050 - 1140am, ,20,0,20,NONE,"AT-II,PRQ,O"
60470,RUS 202-0,Intermediate Russian II,Kogel I, M  W  F ,1200 - 1250pm, ,20,0,20,FRLG,"AT-II,PRQ,O"
60471,RUS 270-0,20th C Russian Lit (in transl),Race M,  T  R  ,0110 - 0225pm, ,30,0,30,CULT LTRQ,O
60578,RUS 301-0,Advanced Russian,Kogel I,  T  R  ,1135 - 1250pm,CHAM 1015,10,0,10,FRLG,"PRQ,H"
60472,RUS 420-0,Anna Karenina (in transl),Race M, M  W   ,0220 - 0335pm, ,20,0,20,CULT LTRQ,O
60473,SIL 115-0,Beginning Italian,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60474,SIL 116-0,Continuing Italian,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60475,SIL 117-0,Intermediate Italian,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60476,SIL 120-0,Beginning American Sign Lang,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60477,SIL 125-0,Beginning Korean,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60478,SIL 126-0,Continuing Korean,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60479,SIL 131-0,Beginning Modern Greek,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60480,SIL 132-0,Continuing Modern Greek,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60481,SIL 138-0,Beginning Swedish,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60482,SIL 139-0,Continuing Swedish,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60483,SIL 140-0,Intermediate Swedish,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60484,SIL 141-0,Beginning Portuguese,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60485,SIL 142-0,Continuing Portuguese,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60486,SIL 143-0,Intermediate Portuguese,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60487,SIL 150-0,Beginning Danish,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60488,SIL 151-0,Continuing Danish,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60489,SIL 171-0,Beginning Hindi,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60490,SIL 172-0,Continuing Hindi,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60491,SIL 185-0,Beginning Japanese,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60492,SIL 186-0,Continuing Japanese,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60493,SIL 187-0,Intermediate Japanese,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60494,SIL 191-0,Beginning Hebrew,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60495,SIL 192-0,Continuing Hebrew,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60496,SIL 193-0,Intermediate Hebrew,Beschea F,      ,TBA , ,5,0,5,NONE,"234,PRM,H"
60497,SOC 101-0,Introductory Sociology,Marti G,  T  R  ,0950 - 1105am, ,30,0,30,SSRQ,O
60498,SOC 201-0,Social Statistics,Kaufman G,  T  R  ,0815 - 0930am,WATSON 132,20,0,20,MQRQ,H
60499,SOC 206-0,Asians in US & Asia,Kim J, M  W  F ,0940 - 1030am,CHAM 1027,30,0,30,JEC SSRQ,H
60500,SOC 211-0,Demagogues & Dictators,Kim J, M  W  F ,1200 - 1250pm,CHAM 1027,30,0,30,SSRQ,H
60501,SOC 242-0,Globalization & Social Change,Bhandari A, M  W  F ,1050 - 1140am, ,30,0,30,CULT SSRQ,O
60502,SOC 270-0,Immigration & Deportation,Marti G,  T  R  ,1135 - 1250pm, ,30,0,30,JEC SSRQ,O
60503,SOC 290-0,Oral History,Kelly H, M     ,0110 - 0400pm, ,5,0,5,HTRQ,"XLST,O"
60504,SOC 310-0,"Gender, Race & Sports",Kaufman G,  T  R  ,0950 - 1105am, ,25,0,25,JEC SSRQ,O
60505,SOC 331-0,Community Engagement & Change,Riemer S, M     ,0110 - 0400pm, ,20,0,20,JEC SSRQ,O
60506,SOC 374-0,Contemporary Race Theory,Ewoodzie J,  T    ,0110 - 0400pm,CHAM 2146,20,0,20,SSRQ,"XLST,H"
60507,SOC 392-0,Quantitative Data Analysis,Bhandari A, M  W  F ,0830 - 0920am, ,20,0,20,MQRQ,"PRQ,O"
60508,SOC 393-0,Comparative-Historical Methods,Kim J,   W   ,0110 - 0400pm,CHAM 1027,20,0,20,SSRQ,H
60509,SOC 450-0,Identity & Community,Marti G,    R  ,0110 - 0400pm, ,15,0,15,NONE,O
60510,SPA 101-0,Elementary Spanish I,Offerman H, M  W  F ,0940 - 1030am, ,20,0,20,NONE,"AT-II,O"
60511,SPA 102-A,Elementary Spanish II,Scott R, M  W  F ,0830 - 0920am, ,20,0,20,NONE,"AT-II,O"
60512,SPA 102-B,Elementary Spanish II,Scott R, M  W  F ,0940 - 1030am, ,20,0,20,NONE,"AT-II,O"
60513,SPA 102-C,Elementary Spanish II,Offerman H, M  W  F ,1050 - 1140am, ,20,0,20,NONE,"AT-II,O"
60514,SPA 102-D,Elementary Spanish II,Scott R, M  W  F ,1200 - 1250pm, ,20,0,20,NONE,"AT-II,O"
60515,SPA 201-A,Intermediate Spanish,Santamaria L, M  W  F ,0830 - 0920am, ,18,0,18,FRLG,"AT,O"
60516,SPA 201-B,Intermediate Spanish,Santamaria L, M  W  F ,0940 - 1030am, ,20,0,20,FRLG,"AT,O"
60517,SPA 201-C,Intermediate Spanish,Jimenez A, M  W  F ,1050 - 1140am, ,20,0,20,FRLG,"AT,O"
60518,SPA 201-D,Intermediate Spanish,Santamaria L, M  W  F ,1200 - 1250pm, ,20,0,20,FRLG,"AT,O"
60519,SPA 201-E,Intermediate Spanish,Pasero-O'Malley A, M  W  F ,0110 - 0200pm,WATSON 109,20,0,20,FRLG,"AT,F"
60520,SPA 260-A,Spanish Conversation & Comp,Maiz-Pena M,  T  R  ,0950 - 1105am,CHAM 1062,16,0,16,FRLG,"AT,PRQ,F"
60521,SPA 260-B,Spanish Conversation & Comp,Lang Hilgartner J,  T  R  ,1135 - 1250pm, ,16,0,16,FRLG,"AT,PRQ,O"
60522,SPA 260-C,Spanish Conversation & Comp,Willis A,  T  R  ,0110 - 0225pm, ,16,0,16,FRLG,"AT,PRQ,O"
60523,SPA 271-A,Hispanic Humanities I,Willis A,  T  R  ,0950 - 1105am, ,20,0,20,CULT FRLG LTRQ,O
60524,SPA 271-B,Hispanic Humanities I,Willis A,  T  R  ,1135 - 1250pm, ,20,0,20,CULT FRLG LTRQ,O
60525,SPA 272-A,Hispanic Humanities II,Kietrys K,  T  R  ,1135 - 1250pm,CHAM 3084,20,0,20,CULT FRLG LTRQ,H
60526,SPA 272-B,Hispanic Humanities II,Kietrys K,  T  R  ,0110 - 0225pm,CHAM 3084,20,0,20,CULT FRLG LTRQ,H
60527,SPA 302-0,Advanced Grammar,Gonzalez M, M  W   ,0220 - 0335pm, ,20,0,20,FRLG,O
60528,SPA 306-0,Hispanic Bilingual Communities,Jimenez A, M  W  F ,0110 - 0200pm, ,20,0,20,CULT FRLG LTRQ,O
60529,SPA 315-0,Lost Children of Spain,Lang Hilgartner J,  T  R  ,0815 - 0930am, ,20,0,20,CULT FRLG LTRQ,O
60530,SPA 324-0,Emotionl Comm Medievel Iberia ,Sanchez-Sanchez S,  T  R  ,0950 - 1105am, ,20,0,20,CULT FRLG LTRQ,O
60531,SPA 336-0,U.S. Hispanic Theatre ,Pasero-O'Malley A, M  W  F ,1050 - 1140am,WATSON 140,20,0,20,CULT FRLG LTRQ,F
60532,SPA 341-0,Latin American Literature II,Pena L,  T  R  ,0245 - 0400pm,CHAM 1027,15,0,15,FRLG LTRQ,F
60533,SPA 344-0,"Latinx Cult:Race,Gendr,&Sexlty",Gonzalez M, M  W   ,0805 - 0920am, ,20,0,20,FRLG JEC LTRQ,"NA,PRQ,O"
60534,SPA 352-0,Contemp Latin American Cinema,Pena L,  T  R  ,0110 - 0225pm,CHAM 1027,15,0,15,FRLG VPRQ,F
60535,SPA 406-0,"Life-Writing, Gend & Represent",Maiz-Pena M,  T  R  ,1135 - 1250pm,CHAM 1062,12,0,12,FRLG,F
60542,THE 110-0,Thinking Creatively,Henderson K, M  W  F ,1050 - 1140am, ,30,0,30,VPRQ,O
60543,THE 200-0,Production Technology,Davis C,  T  R  ,1135 - 1250pm,CUNN 132,8,0,8,VPRQ,H
60544,THE 230-0,Fashion Statement,Tripathi A, M  W  F ,0220 - 0310pm, ,12,0,12,VPRQ,O
60545,THE 242-0,Womn's Work:Female Playwrights,Green S, M  W  F ,0110 - 0200pm,CUNN 115,20,0,20,JEC VPRQ,"XLST,H"
60546,THE 245-A,Acting I,Sutch M,  T  R  ,0110 - 0310pm,CUNN 115,12,0,12,VPRQ,H
60547,THE 245-B,Acting I,Kaliski S,  T  R  ,0900 - 1055am,CUNN 115,12,0,12,VPRQ,H
60548,THE 245-C,Acting I,Costa A, M  W   ,0220 - 0420pm,CUNN 100,12,0,12,VPRQ,"12+,H"
60549,THE 325-0,Production Dramaturgy,Green S,  T  R  ,0700 - 0815pm,CUNN 109,10,0,10,VPRQ,H
60550,THE 371-0,World Theatre History,Green S,  T  R  ,0950 - 1105am,CUNN 109,10,0,10,VPRQ,H
60551,THE 381-0,Advanced Acting Seminar,Costa A,  T  R  ,0200 - 0400pm,CUNN 100,10,0,10,NONE,"PRQ,H"
60552,THE 410-0,Collaboration in Theatre,Sutch M, M  W   ,0940 - 1140am,WATSON 132,8,0,8,VPRQ,"XP,PRQ,F"
60552,THE 410-0,Collaboration in Theatre,Sutch M, M  W   ,0940 - 1140am,CUNN 100,8,0,8,VPRQ,"XP,PRQ,F"
60553,WRI 101-A,"Fake News, Real Science",Campbell M,  T  R  ,0245 - 0400pm, ,9,0,9,COMP,"W,1,O"
60554,WRI 101-B,Hair Habits and Styles,Cho H, M  W  F ,1050 - 1140am, ,9,0,9,COMP,"W,1,O"
60555,WRI 101-C,Astrobiology Life in Universe,Thompson K,  T  R  ,0815 - 0930am, ,9,0,9,COMP,"W,1,O"
60556,WRI 101-D,Writing China,Rigger S, M  W  F ,0110 - 0200pm,CHAM 2130,9,0,9,COMP,"W,1,H"
60557,WRI 101-E,Denial & the Holocaust,McQuinn I, M  W  F ,0220 - 0310pm, ,9,0,9,COMP,"W,1,O"
60558,WRI 101-F,Imagining Africa ,Wiemers A, M  W  F ,1050 - 1140am, ,9,0,9,COMP,"W,1,O"
60559,WRI 101-G,Here I Stand,Krentz P, M  W  F ,1200 - 1250pm, ,9,0,9,COMP,"W,1,O"
60560,WRI 101-H,Vicious Ignorance,Busch K, M  W  F ,0220 - 0310pm, ,9,0,9,COMP,"W,1,O"
60561,WRI 101-I,Freedom of Speech,McKeever S, M  W  F ,1050 - 1140am, ,9,0,9,COMP,"W,1,O"
60562,WRI 101-J,Does Democracy Matter?,Layman D,  T  R  ,0110 - 0225pm, ,9,0,9,COMP,"W,1,O"
60563,WRI 101-K,Discourses of the Dispossessed,Hillard V,  T  R  ,0950 - 1105am, ,9,0,9,COMP,"W,1,O"
60564,WRI 101-L,Discourses of the Dispossessed,Hillard V,  T  R  ,1135 - 1250pm, ,9,0,9,COMP,"W,1,O"
60565,WRI 101-M,Bad Art,Rippeon A, M  W  F ,0940 - 1030am, ,9,0,9,COMP,"W,1,O"
60566,WRI 101-N,Religion and Violence,Blum J, M  W  F ,0110 - 0200pm, ,9,0,9,COMP,"W,1,O"
60567,WRI 101-O,Leadership in the Era of #BLM,Mahoney A,  T  R  ,1135 - 1250pm, ,9,0,9,COMP,"W,1,O"
60568,WRI 101-P,Ain't What It Used to Be,Kaliski S,  T  R  ,0110 - 0225pm, ,9,0,9,COMP,"W,1,O"
60569,WRI 210-0,Rhetorics of Gender&Sexuality,Horowitz K,  T  R  ,0950 - 1105am, ,16,0,16,JEC LTRQ,O
60570,WRI 250-0,Smart Writing in Public Sphere,Blum J, M  W  F ,0940 - 1030am, ,16,0,16,LTRQ,O
60571,XPL 199-A,Entre- and Intra-preneurship,Heyer L,     F ,0110 - 0400pm, ,16,0,16,NONE,"PRM,O"
60572,XPL 199-B,Community Engagement ,Riemer S,     F ,0110 - 0400pm, ,16,0,16,NONE,"PRM,O"
60573,XPL 199-C,Global Citizenship,Zimmerman J,  T    ,0700 - 0950pm, ,16,0,16,NONE,"PRM,O"